SpecimenURN,ScientificName,SpeciesURN,ImageURN,ROI
urn:cite:botcar:sloane.401,Catesby Specimen 401: Zizania aquatica L.,urn:cite:botcar:species.Zizaniaaquatica,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_088_0419,"urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_088_0419@0.0521,0.0516,0.499,0.938"
urn:cite:botcar:sloane.332,Catesby Specimen 332: Podostemum ceratophyllum Michx.,urn:cite:botcar:species.Podostemumceratophyllum,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_041_0456,"urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_041_0456@0.321,0.682,0.628,0.278"
urn:cite:botcar:sloane.300,Catesby Specimen 300: Ipomopsis rubra (Linnaeus) Wherry,urn:cite:botcar:species.Ipomopsisrubra,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_131_0525,"urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_131_0525@0.103,0.159,0.234,0.713"
urn:cite:botcar:sloane.195,Catesby Specimen 195: Phlox amoena Sims,urn:cite:botcar:species.Phloxamoena,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_062_0452,"urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_062_0452@0.557,0.155,0.305,0.701"
urn:cite:botcar:sloane.153,Catesby Specimen 153: Polygala lutea L.,urn:cite:botcar:species.Polygalalutea,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_118_0534,""
urn:cite:botcar:sloane.53,Catesby Specimen 53: Polygala mariana P. Miller,urn:cite:botcar:species.Polygalamariana,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_124_0531,""
urn:cite:botcar:sloane.74,Catesby Specimen 74: Polygala cruciata L.,urn:cite:botcar:species.Polygalacruciata,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_021_0485,"urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_021_0485@0.546,0.507,0.427,0.418"
urn:cite:botcar:sloane.6,Catesby Specimen 6: Polygala grandiflora Walter,urn:cite:botcar:species.Polygalagrandiflora,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_030_0623,"urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_030_0623@0.173,0.217,0.24,0.496"
urn:cite:botcar:sloane.294,Catesby Specimen 294: Polygala polygama Walter,urn:cite:botcar:species.Polygalapolygama,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_031_0474,"urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_031_0474@0.375,0.0675,0.501,0.556"
urn:cite:botcar:sloane.200,Catesby Specimen 200: Polygala lutea L.,urn:cite:botcar:species.Polygalalutea,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_049_0461,"urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_049_0461@0.0833,0.0635,0.439,0.905"
urn:cite:botcar:sloane.339,Catesby Specimen 339: Polygala ramosa Elliott,urn:cite:botcar:species.Polygalaramosa,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_058b_0453,"urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_058b_0453@0.482,0.11,0.494,0.311"
urn:cite:botcar:sloane.121,Catesby Specimen 121: Polygala lutea L.,urn:cite:botcar:species.Polygalalutea,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_059_0446,"urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_059_0446@0.107,0.306,0.47,0.611"
urn:cite:botcar:sloane.371,Catesby Specimen 371: Polygala polygama Walter,urn:cite:botcar:species.Polygalapolygama,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_068_0589,"urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_068_0589@0.359,0.114,0.25,0.649"
urn:cite:botcar:sloane.166,Catesby Specimen 166: Brunnichia ovata (Walter) Shinners,urn:cite:botcar:species.Brunnichiaovata,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_101_0553,""
urn:cite:botcar:sloane.131,Catesby Specimen 131: Persicaria virginiana (Linnaeus) Gaertner,urn:cite:botcar:species.Persicariavirginiana,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_039_0616,""
urn:cite:botcar:sloane.67,Catesby Specimen 67: Eriogonum tomentosum,urn:cite:botcar:species.Eriogonumtomentosum,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_043_0615,""
urn:cite:botcar:sloane.59,Catesby Specimen 59: Polytrichum commune Hedw.,urn:cite:botcar:species.Polytrichumcommune,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_062_0595,""
urn:cite:botcar:sloane.406,Catesby Specimen 406: Pontederia cordata Linnaeus var. lancifolia (Muhlenberg ex Elliott) Torrey,urn:cite:botcar:species.Pontederiacordata,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_019_0491,"urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_019_0491@0.115,0.0615,0.332,0.631"
urn:cite:botcar:sloane.151,Catesby Specimen 151: Pontederia cordata Linnaeus var. cordata,urn:cite:botcar:species.Pontederiacordata,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_067_0591,""
urn:cite:botcar:sloane.98,Catesby Specimen 98: Lysimachia quadrifolia L.,urn:cite:botcar:species.Lysimachiaquadrifolia,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_018_0492,"urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_018_0492@0.228,0.0685,0.359,0.66"
urn:cite:botcar:sloane.147,Catesby Specimen 147: Lysimachia fraseri Duby,urn:cite:botcar:species.Lysimachiafraseri,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_036_0475,"urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_036_0475@0.363,0.237,0.461,0.731"
urn:cite:botcar:sloane.144,Catesby Specimen 144: Lysimachia ciliata L.,urn:cite:botcar:species.Lysimachiaciliata,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_037_0478,"urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_037_0478@0.0551,0.236,0.435,0.764"
urn:cite:botcar:sloane.29,Catesby Specimen 29: Clematis crispa L.,urn:cite:botcar:species.Clematiscrispa,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_122_0536,"urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_122_0536@0.329,0.368,0.353,0.334"
urn:cite:botcar:sloane.40,Catesby Specimen 40: Thalictrum revolutum DC,urn:cite:botcar:species.Thalictrumrevolutum,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_029_0481,"urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_029_0481@0.0804,0.205,0.345,0.769"
urn:cite:botcar:sloane.136,Catesby Specimen 136: Trautvetteria caroliniensis (Walter) Vail,urn:cite:botcar:species.Trautvetteriacaroliniensis,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_056_0466,"urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_056_0466@0.119,0.1,0.326,0.541"
urn:cite:botcar:sloane.430,Catesby Specimen 430: Delphinium carolinianum Walter,urn:cite:botcar:species.Delphiniumcarolinianum,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_059_0446,"urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_059_0446@0.327,0.106,0.168,0.673"
urn:cite:botcar:sloane.196,Catesby Specimen 196: Actaea racemosa L.,urn:cite:botcar:species.Actaearacemosa,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_061_0596,"urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_061_0596@0.405,0.341,0.193,0.175"
urn:cite:botcar:sloane.221,Catesby Specimen 221: Clematis viorna L.,urn:cite:botcar:species.Clematisviorna,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_063_0451,"urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_063_0451@0.443,0.15,0.476,0.751"
urn:cite:botcar:sloane.265,Catesby Specimen 265: Ceanothus americanus L.,urn:cite:botcar:species.Ceanothusamericanus,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_035_0480,"urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_035_0480@0.193,0.264,0.393,0.688"
urn:cite:botcar:sloane.214,Catesby Specimen 214: Berchemia scandens (Hill) K. Koch,urn:cite:botcar:species.Berchemiascandens,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_061_0596,"urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_061_0596@0.47,0.567,0.161,0.0893"
urn:cite:botcar:sloane.349,Catesby Specimen 349: Ceanothus americanus L.,urn:cite:botcar:species.Ceanothusamericanus,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_068_0589,"urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_068_0589@0.604,0.2,0.243,0.483"
urn:cite:botcar:sloane.165,Catesby Specimen 165: Ceanothus americanus L.,urn:cite:botcar:species.Ceanothusamericanus,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_076_0426,"urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_076_0426@0.204,0.351,0.515,0.526"
urn:cite:botcar:sloane.261,Catesby Specimen 261: Prunus caroliniana Aiton,urn:cite:botcar:species.Prunuscaroliniana,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_012_0493,"urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_012_0493@0.104,0.0615,0.399,0.898"
urn:cite:botcar:sloane.354,Catesby Specimen 354: Geum canadense Jacq.,urn:cite:botcar:species.Geumcanadense,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_125_0532,""
urn:cite:botcar:sloane.402,Catesby Specimen 402: Prunus umbellata Elliott,urn:cite:botcar:species.Prunusumbellata,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_015_0496,"urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_015_0496@0.0818,0.444,0.283,0.507"
urn:cite:botcar:sloane.163,Catesby Specimen 163: Rubus pensilvanicus Poiret,urn:cite:botcar:species.Rubuspensilvanicus,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_023_0489,"urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_023_0489@0.132,0.0645,0.549,0.535"
urn:cite:botcar:sloane.276,Catesby Specimen 276: Geum canadense Jacq.,urn:cite:botcar:species.Geumcanadense,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_056_0466,"urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_056_0466@0.466,0.282,0.357,0.649"
urn:cite:botcar:sloane.139,Catesby Specimen 139: Cephalanthus occidentalis L.,urn:cite:botcar:species.Cephalanthusoccidentalis,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_059_0598,"urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_059_0598@0.219,0.101,0.6,0.508"
urn:cite:botcar:sloane.297,Catesby Specimen 297: Nolina georgiana Michx.,urn:cite:botcar:species.Nolinageorgiana,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_032_0476,"urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_032_0476@0.278,0.0754,0.673,0.75"
urn:cite:botcar:sloane.118,Catesby Specimen 118: Maianthemum racemosum (L.) Link,urn:cite:botcar:species.Maianthemumracemosum,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_060_0445,"urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_060_0445@0.522,0.109,0.438,0.582"
urn:cite:botcar:sloane.426,Catesby Specimen 426: Polygonatum biflorum (Walter) Elliott,urn:cite:botcar:species.Polygonatumbiflorum,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_060_0445,"urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_060_0445@0.327,0.112,0.277,0.591"
urn:cite:botcar:sloane.415,Catesby Specimen 415: Ptelea trifoliata L.,urn:cite:botcar:species.Pteleatrifoliata,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_053_0607,""
urn:cite:botcar:sloane.174,Catesby Specimen 174: Ptelea trifoliata L.,urn:cite:botcar:species.Pteleatrifoliata,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_066_0440,"urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_066_0440@0.161,0.0962,0.527,0.563"
urn:cite:botcar:sloane.120,Catesby Specimen 120: Ptelea trifoliata L.,urn:cite:botcar:species.Pteleatrifoliata,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_086_0564,"urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_086_0564@0.39,0.322,0.436,0.306"
urn:cite:botcar:sloane.302,Catesby Specimen 302: Populus deltoides Bartram ex Marsh.,urn:cite:botcar:species.Populusdeltoides,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_011_0500,"urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_011_0500@0.125,0.0506,0.872,0.493"
urn:cite:botcar:sloane.172,Catesby Specimen 172: Populus heterophylla L.,urn:cite:botcar:species.Populusheterophylla,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_052_0604,"urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_052_0604@0.152,0.237,0.378,0.582"
urn:cite:botcar:sloane.422,Catesby Specimen 422: Acer negundo L.,urn:cite:botcar:species.Acernegundo,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_012_0493,"urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_012_0493@0.423,0.2,0.549,0.715"
urn:cite:botcar:sloane.372,Catesby Specimen 372: Acer saccharinum L.,urn:cite:botcar:species.Acersaccharinum,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_014_0498,""
urn:cite:botcar:sloane.345,Catesby Specimen 345: Acer rubrum L. var. rubrum,urn:cite:botcar:species.Acerrubrum,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_032_0629,""
urn:cite:botcar:sloane.72,Catesby Specimen 72: Sarracenia rubra Walter,urn:cite:botcar:species.Sarraceniarubra,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_020_0490,"urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_020_0490@0.585,0.208,0.385,0.66"
urn:cite:botcar:sloane.75,Catesby Specimen 75: Sarracenia minor Walter,urn:cite:botcar:species.Sarraceniaminor,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_021_0485,"urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_021_0485@0.583,0.0833,0.381,0.406"
urn:cite:botcar:sloane.253,Catesby Specimen 253: Sarracenia minor Walter,urn:cite:botcar:species.Sarraceniaminor,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_045_0454,"urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_045_0454@0.591,0.294,0.403,0.652"
urn:cite:botcar:sloane.89,Catesby Specimen 89: Sarracenia minor Walter,urn:cite:botcar:species.Sarraceniaminor,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_047_0470,"urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_047_0470@0.473,0.397,0.254,0.506"
urn:cite:botcar:sloane.396,Catesby Specimen 396: Saururus cernuus L.,urn:cite:botcar:species.Saururuscernuus,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_082_0575,""
urn:cite:botcar:sloane.410,Catesby Specimen 410: Selaginella apoda (L.) Spring,urn:cite:botcar:species.Selaginellaapoda,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_041_0456,"urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_041_0456@0.362,0.344,0.369,0.348"
urn:cite:botcar:sloane.114,Catesby Specimen 114: Smilax auriculata Walter,urn:cite:botcar:species.Smilaxauriculata,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_031_0630,""
urn:cite:botcar:sloane.16,Catesby Specimen 16: Smilax pumila Walter,urn:cite:botcar:species.Smilaxpumila,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_095_0409,"urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_095_0409@0.315,0.407,0.503,0.542"
urn:cite:botcar:sloane.251,Catesby Specimen 251: Physalis angulata L.,urn:cite:botcar:species.Physalisangulata,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_046_0471,""
urn:cite:botcar:sloane.101,Catesby Specimen 101: Styrax americanus Lam.,urn:cite:botcar:species.Styraxamericanus,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_016_0494,"urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_016_0494@0.501,0.603,0.452,0.33"
urn:cite:botcar:sloane.161,Catesby Specimen 161: Polypremum procumbens L.,urn:cite:botcar:species.Polypremumprocumbens,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_136_0522,""
urn:cite:botcar:sloane.262,Catesby Specimen 262: Gordonia lasianthus (L.) Ellis,urn:cite:botcar:species.Gordonialasianthus,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_013_0497,"urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_013_0497@0.0848,0.534,0.759,0.414"
urn:cite:botcar:sloane.95,Catesby Specimen 95: Gordonia lasianthus (Linnaeus) Ellis,urn:cite:botcar:species.Gordonialasianthus,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_050_0605,"urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_050_0605@0.265,0.0744,0.586,0.536"
urn:cite:botcar:sloane.119,Catesby Specimen 119: Phegopteris hexagonoptera (Michaux) F_e,urn:cite:botcar:species.Phegopterishexagonoptera,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_078_0576,"urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_078_0576@0.205,0.0893,0.579,0.379"
urn:cite:botcar:sloane.212,Catesby Specimen 212: Triantha racemosa (Walter) Small,urn:cite:botcar:species.Triantharacemosa,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_117_0540,"urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_117_0540@0.415,0.173,0.414,0.593"
urn:cite:botcar:sloane.7,Catesby Specimen 7: Trillium catesbaei Elliott,urn:cite:botcar:species.Trilliumcatesbaei,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_059_0446,"urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_059_0446@0.335,0.478,0.427,0.433"
urn:cite:botcar:sloane.322,Catesby Specimen 322: Trillium maculatum Raf.,urn:cite:botcar:species.Trilliummaculatum,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_059_0446,"urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_059_0446@0.61,0.601,0.375,0.305"
urn:cite:botcar:sloane.137,Catesby Specimen 137: Ulmus rubra Muhl.,urn:cite:botcar:species.Ulmusrubra,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_070_0443,""
urn:cite:botcar:sloane.203,Catesby Specimen 203: Laportea canadensis (Linnaeus) Weddell,urn:cite:botcar:species.Laporteacanadensis,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_071_0587,""
urn:cite:botcar:sloane.191,Catesby Specimen 191: Glandularia canadensis (L.) Nutt.,urn:cite:botcar:species.Glandulariacanadensis,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_022_0484,"urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_022_0484@0.134,0.558,0.754,0.261"
urn:cite:botcar:sloane.358,Catesby Specimen 358: Glandularia canadensis (L.) Nutt,urn:cite:botcar:species.Glandulariacanadensis,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_058a_0436,"urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_058a_0436@0.583,0.533,0.204,0.369"
urn:cite:botcar:sloane.9,Catesby Specimen 9: Phyla nodiflora (L.) Greene,urn:cite:botcar:species.Phylanodiflora,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_093_0415,"urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_093_0415@0.0685,0.0972,0.53,0.87"
urn:cite:botcar:sloane.132,Catesby Specimen 132: Viola lanceolata Linnaeus var. vittata (Greene) Weatherby & Griscom,urn:cite:botcar:species.Violalanceolata,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_034_0477,"urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_034_0477@0.685,0.513,0.228,0.439"
urn:cite:botcar:sloane.432,Catesby Specimen 432: Viola sororia Willd.,urn:cite:botcar:species.Violasororia,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_059_0446,"urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_059_0446@0.488,0.128,0.479,0.472"
urn:cite:botcar:sloane.135,Catesby Specimen 135: Ampelopsis arborea (L.) Koehne,urn:cite:botcar:species.Ampelopsisarborea,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_059_0598,"urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_059_0598@0.228,0.579,0.478,0.222"
urn:cite:botcar:sloane.226,Catesby Specimen 226: Vitis aestivalis Michaux,urn:cite:botcar:species.Vitisaestivalis,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS232_087_0569,""
urn:cite:botcar:sloane.418,Catesby Specimen 418: Xyris ambigua Bey. ex Kunth,urn:cite:botcar:species.Xyrisambigua,urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_042_0455,"urn:cite:fufolioimg:BotCarCatesbyHS.Catesby_HS212_042_0455@0.388,0.0575,0.583,0.908"
