SpecimenURN (Provisional)	ImageURN	Volume	Sheet	VersionName	Family	Michaux Name	Modern Name	Location	Annotations	Field 2	Type	Linnaean Class	Linneaen Genus	Linnaean Order	Flora
urn:cite2:botcar:michaux.2017a:01_63	urn:cite2:fufolio:botcar.2017a:Michaux8932	01	63	michx-Vol01-63-21-05-22-43	Lamiaceae	Salvia angustiolia	Salvia azurea				Isotype Salvia angustifolia Michx.	Diandria		Monogynia	
urn:cite2:botcar:michaux.2017a:01_64	urn:cite2:fufolio:botcar.2017a:Michaux8933	01	64	michx-Vol01-64-21-05-22-49	Lamiaceae	Salvia angustifolia	Salvia azurea				Type Salvia angustifolia Michx.	Diandria		Monogynia	
urn:cite2:botcar:michaux.2017a:01_65	urn:cite2:fufolio:botcar.2017a:Michaux8934	01	65	michx-Vol01-65-21-05-22-59	Lamiaceae	Salvia angustifolia	Salvia azurea				Isotype Salvia angustifolia Michx.	Diandria		Monogynia	
urn:cite2:botcar:michaux.2017a:01_66	urn:cite2:fufolio:botcar.2017a:Michaux8935	01	66	michx-Vol01-66-21-05-23-20	Lamiaceae	Lophanthus?	indet.								
urn:cite2:botcar:michaux.2017a:01_66a	urn:cite2:fufolio:botcar.2017a:Michaux8937	01	66a	michx-Vol01-66a-21-05-24-33											
urn:cite2:botcar:michaux.2017a:01_66b	urn:cite2:fufolio:botcar.2017a:Michaux8938	01	66b	michx-Vol01-66b-21-05-24-58											
urn:cite2:botcar:michaux.2017a:01_67	urn:cite2:fufolio:botcar.2017a:Michaux8941	01	67	michx-Vol01-67-21-05-25-38	Lamiaceae	Monarda coccinea	Monarda didyma	Sur les plus hautes Montags de Pensylvanie		Collected as Monarda diyma L		Diandria		Monogynia	16
urn:cite2:botcar:michaux.2017a:01_68	urn:cite2:fufolio:botcar.2017a:Michaux8940	01	68	michx-Vol01-68-21-05-25-27	Lamiaceae	Monarda coccinea	Monarda didyma mixed with Monarda punctata				Isotype de Monarda coccinea Michx.	Diandria		Monogynia	
urn:cite2:botcar:michaux.2017a:01_69	urn:cite2:fufolio:botcar.2017a:Michaux8942	01	69	michx-Vol01-69-21-05-25-54	Lamiaceae	Monarda lutea	Monarda punctata	a Virginia ad floridanum praesentim in maritimis			Holotype de Monarda lutea Michx.	Diandria		Monogynia	
urn:cite2:botcar:michaux.2017a:01_70	urn:cite2:fufolio:botcar.2017a:Michaux8943	01	70	michx-Vol01-70-21-05-26-03	Lamiaceae	Monarda lutea	Monarda punctata				Isotype de Monarda lutea Michx.	Diandria		Monogynia	
urn:cite2:botcar:michaux.2017a:01_71	urn:cite2:fufolio:botcar.2017a:Michaux8944	01	71	michx-Vol01-71-21-05-26-13	Lamiaceae	Monarda lutea	Monarda punctata				Isotype de Monarda lutea Michx.	Diandria		Monogynia	
urn:cite2:botcar:michaux.2017a:01_71a	urn:cite2:fufolio:botcar.2017a:Michaux8945	01	71a	michx-Vol01-71a-21-05-26-18											
urn:cite2:botcar:michaux.2017a:01_72	urn:cite2:fufolio:botcar.2017a:Michaux8947	01	72	michx-Vol01-72-21-05-26-54	Lamiaceae	Monarda fistulosa, M. acuminata	Left and right: Monarda clinopodia; middle: Monarda medea?	hautes montagnes	Monarda fistulosa		Isotype de Mondarda allophylla Michx.	Diandria		Monogynia	
urn:cite2:botcar:michaux.2017a:01_73	urn:cite2:fufolio:botcar.2017a:Michaux8948	01	73	michx-Vol01-73-21-05-27-05	Lamiaceae	Monarda allophylla	Monarda clinopodia				Isotype de Monarda allophylla Michx.	Diandria		Monogynia	
urn:cite2:botcar:michaux.2017a:01_74	urn:cite2:fufolio:botcar.2017a:Michaux8946	01	74	michx-Vol01-74-21-05-26-40	Lamiaceae	Monarda allophylla, Monarda fistulosa	Monarda clinopodia	Plusieurs varietés dans les hautes Montagnes de Caroline		Collected as Monarda fistulosa both specimens on the page	Holotype de Monarda allophylla Michx.	Diandria		Monogynia	
urn:cite2:botcar:michaux.2017a:01_75	urn:cite2:fufolio:botcar.2017a:Michaux8952	01	75	michx-Vol01-75-21-05-27-48	Lamiaceae	Monarda ciliata	Blephilia hirsuta				Type probable de Monarda ciliata Michx., Monarda hirsuta Pursh	Diandria		Monogynia	
urn:cite2:botcar:michaux.2017a:01_76	urn:cite2:fufolio:botcar.2017a:Michaux8950	01	76	michx-Vol01-76-21-05-27-31	Lamiaceae	Monarda ciliata	Blephilia hirsuta				Type probable de Monarda ciliata Michx., Monarda hirsuta Pursh	Diandria		Monogynia	
urn:cite2:botcar:michaux.2017a:01_77	urn:cite2:fufolio:botcar.2017a:Michaux8951	01	77	michx-Vol01-77-21-05-27-39	Lamiaceae	Monarda ciliata	Blephilia hirsuta				Type probable de Monarda ciliata Michx., Monarda hirsuta Pursh	Diandria		Monogynia	
urn:cite2:botcar:michaux.2017a:01_78	urn:cite2:fufolio:botcar.2017a:Michaux8949	01	78	michx-Vol01-78-21-05-27-23	Lamiaceae	Monarda ciliata	Blephilia hirsuta	Jardin des Plantes, Kentucky				Diandria		Monogynia	
urn:cite2:botcar:michaux.2017a:01_79	urn:cite2:fufolio:botcar.2017a:Michaux8953	01	79	michx-Vol01-79-21-05-28-13	Lamiaceae	Monarda sp.	Monarda clinopodia left, Monarda didyma right					Diandria		Monogynia	
urn:cite2:botcar:michaux.2017a:01_80	urn:cite2:fufolio:botcar.2017a:Michaux8954	01	80	michx-Vol01-80-21-05-28-30	Lamiaceae	Monarda sp.	Monarda fistulosa					Diandria		Monogynia	
urn:cite2:botcar:michaux.2017a:01_81	urn:cite2:fufolio:botcar.2017a:Michaux8956	01	81	michx-Vol01-81-21-05-28-55	Lamiaceae	Collinsonia canadensis	Collinsonia canadensis					Diandria		Monogynia	17
urn:cite2:botcar:michaux.2017a:01_82	urn:cite2:fufolio:botcar.2017a:Michaux8957	01	82	michx-Vol01-82-21-05-29-04	Lamiaceae	Collinsonia canadensis	Collinsonia canadensis					Diandria		Monogynia	
urn:cite2:botcar:michaux.2017a:01_83	urn:cite2:fufolio:botcar.2017a:Michaux8958	01	83	michx-Vol01-83-21-05-29-21	Lamiaceae	Collinsonia tuberosa	Collinsonia tuberosa				Holotype de Collinsonia tuberosa Michx.	Diandria		Monogynia	
urn:cite2:botcar:michaux.2017a:01_84	urn:cite2:fufolio:botcar.2017a:Michaux8959	01	84	michx-Vol01-84-21-05-29-29	Lamiaceae	Collinsonia tuberosa	Collinsonia tuberosa				Isotype de Collinsonia tuberosa Michx.	Diandria		Monogynia	
urn:cite2:botcar:michaux.2017a:01_84a	urn:cite2:fufolio:botcar.2017a:Michaux8960	01	84a	michx-Vol01-84a-21-05-29-32											
urn:cite2:botcar:michaux.2017a:01_85	urn:cite2:fufolio:botcar.2017a:Michaux8961	01	85	michx-Vol01-85-21-05-29-39	Lamiaceae	Collinsonia tuberosa	Collinsonia tuberosa				Isotype de Collinsonia tuberosa Michx.	Diandria		Monogynia	
urn:cite2:botcar:michaux.2017a:01_86	urn:cite2:fufolio:botcar.2017a:Michaux8962	01	86	michx-Vol01-86-21-05-30-03	Lamiaceae	Collinsonia tuberosa	Collinsonia tuberosa				Isotype de Collinsonia tuberosa Michx.	Diandria		Monogynia	
urn:cite2:botcar:michaux.2017a:01_87	urn:cite2:fufolio:botcar.2017a:Michaux8963	01	87	michx-Vol01-87-21-05-30-11	Lamiaceae	Collinsonia tuberosa	Mixed collection of C. tuberosa flowers and foliage of Collinsonia canadensis				Isotype de Collinsonia tuberosa Michx.	Diandria		Monogynia	
urn:cite2:botcar:michaux.2017a:01_88	urn:cite2:fufolio:botcar.2017a:Michaux8965	01	88	michx-Vol01-88-21-05-30-35	Onagraceae	Circaea lutetiana ssp. canadensis	Circaea lutetiana ssp. canadensis					Diandria		Monogynia	17
urn:cite2:botcar:michaux.2017a:01_89	urn:cite2:fufolio:botcar.2017a:Michaux8966	01	89	michx-Vol01-89-21-05-30-44	Onagraceae	Circaea lutetiana ssp. canadensis	Circaea lutetiana ssp. canadensis					Diandria		Monogynia	
urn:cite2:botcar:michaux.2017a:01_89a	urn:cite2:fufolio:botcar.2017a:Michaux8967	01	89a	michx-Vol01-89a-21-05-30-51											
urn:cite2:botcar:michaux.2017a:01_90	urn:cite2:fufolio:botcar.2017a:Michaux8970	01	90	michx-Vol01-90-21-05-31-19	Onagraceae	Circaea alpina	Circaea alpina	Quebec, Tadoustack, Lac St. Dean &c..				Diandria		Monogynia	
urn:cite2:botcar:michaux.2017a:01_91	urn:cite2:fufolio:botcar.2017a:Michaux8968	01	91	michx-Vol01-91-21-05-31-06	Onagraceae	Circaea alpina	Circaea alpina					Diandria		Monogynia	
urn:cite2:botcar:michaux.2017a:01_91a	urn:cite2:fufolio:botcar.2017a:Michaux8969	01	91a	michx-Vol01-91a-21-05-31-10											
urn:cite2:botcar:michaux.2017a:01_cov	urn:cite2:fufolio:botcar.2017a:Michaux8829	01	cov	michx-Vol01-cov-21-04-50-11											
urn:cite2:botcar:michaux.2017a:01_cov	urn:cite2:fufolio:botcar.2017a:Michaux8832	01	cov	michx-Vol01-cov-Salicornia-Eryophorum(1-33)-21-04-53-13											
urn:cite2:botcar:michaux.2017a:01b_01	urn:cite2:fufolio:botcar.2017a:Michaux9038	01b	01	michx-Vol01b-1-21-05-53-15	Valerianaceae	Valeriana pauciflora (heterophylla-scratched out)	Valeriana pauciflora	Tennessee (recopy note); ignore bottom note about V. locusta			TYPE!	Triandria		Monogynia	18
urn:cite2:botcar:michaux.2017a:01b_02	urn:cite2:fufolio:botcar.2017a:Michaux9040	01b	02	michx-Vol01b-2-21-05-53-35	Valerianaceae	Valeriana locusta	Valerianella locusta	Basse Carolina				Triandria		Monogynia	
urn:cite2:botcar:michaux.2017a:01b_03	urn:cite2:fufolio:botcar.2017a:Michaux9042	01b	03	michx-Vol01b-3-21-05-54-05	Burmanniaceae	Triptarella capitata	Burmannia capitata	In udis Carolina				Triandria		Monogynia	19
urn:cite2:botcar:michaux.2017a:01b_04	urn:cite2:fufolio:botcar.2017a:Michaux9043	01b	04	michx-Vol01b-4-21-05-54-13	Burmanniaceae	Triptarella capitata	Burmannia capitata					Triandria		Monogynia	
urn:cite2:botcar:michaux.2017a:01b_04a	urn:cite2:fufolio:botcar.2017a:Michaux9044	01b	04a	michx-Vol01b-4a-21-05-54-23											
urn:cite2:botcar:michaux.2017a:01b_05	urn:cite2:fufolio:botcar.2017a:Michaux9046	01b	05	michx-Vol01b-5-21-05-54-43	Hydrocharitaceae	Elodea	Elodea canadensis	Env. de Montreal			Type: Elodea canadensis	Triandria		Monogynia	20
urn:cite2:botcar:michaux.2017a:01b_06	urn:cite2:fufolio:botcar.2017a:Michaux9047	01b	06	michx-Vol01b-6-21-05-55-00	Hydrocharitaceae	Elodea oblongifolia	Elodea canadensis	Env. de Triandr. Montreal Canada	Elodea canadensis			Triandria		Monogynia	
urn:cite2:botcar:michaux.2017a:01b_07	urn:cite2:fufolio:botcar.2017a:Michaux9049	01b	07	michx-Vol01b-7-21-05-55-20	Haemodoraceae	Argolasia Jussieu	Lachnanthes caroliniana		In Heritiera folder			Triandria		Monogynia	
urn:cite2:botcar:michaux.2017a:01b_07a	urn:cite2:fufolio:botcar.2017a:Michaux9048	01b	07a	michx-Vol01b-7a-21-05-55-12											
urn:cite2:botcar:michaux.2017a:01b_08	urn:cite2:fufolio:botcar.2017a:Michaux9050	01b	08	michx-Vol01b-8-21-05-55-29	Haemodoraceae	Heritiera gmelini	Lachnanthes caroliniana	Immediatement apres l'Iris et entre				Triandria		Monogynia	20
urn:cite2:botcar:michaux.2017a:01b_09	urn:cite2:fufolio:botcar.2017a:Michaux9051	01b	09	michx-Vol01b-9-21-05-55-36	Haemodoraceae	Heritiera	Lachnanthes caroliniana					Triandria		Monogynia	
urn:cite2:botcar:michaux.2017a:01b_10	urn:cite2:fufolio:botcar.2017a:Michaux9052	01b	10	michx-Vol01b-10-21-05-55-42	Haemodoraceae	Heritiera	Lachnanthes caroliniana					Triandria		Monogynia	
urn:cite2:botcar:michaux.2017a:01b_11	urn:cite2:fufolio:botcar.2017a:Michaux9054	01b	11	michx-Vol01b-11-21-05-56-13	Iridaceae	Iris verna	Iris verna					Triandria		Monogynia	22
urn:cite2:botcar:michaux.2017a:01b_12	urn:cite2:fufolio:botcar.2017a:Michaux9056	01b	12	michx-Vol01b-12-21-05-56-36	Iridaceae	Iris cristata	Iris cristata					Triandria		Monogynia	
urn:cite2:botcar:michaux.2017a:01b_13	urn:cite2:fufolio:botcar.2017a:Michaux9057	01b	13	michx-Vol01b-13-21-05-56-54	Iridaceeae	Iris virginica and Iris hexagona	Iris versicolor (left; from Quebec) and Iris virginica (left)	Quebec et autres partes du Canada				Triandria		Monogynia	
urn:cite2:botcar:michaux.2017a:01b_14	urn:cite2:fufolio:botcar.2017a:Michaux9059	01b	14	michx-Vol01b-14-21-05-57-15	Xyridaceae	Xyris brevifolia	Xyris brevifolia (checked via scope)	Georgia				Triandria		Monogynia	23
urn:cite2:botcar:michaux.2017a:01b_14a	urn:cite2:fufolio:botcar.2017a:Michaux5324	01b	14a	michx-Vol01b-14a-21-06-52-09											
urn:cite2:botcar:michaux.2017a:01b_14b	urn:cite2:fufolio:botcar.2017a:Michaux5325	01b	14b	michx-Vol01b-14b-21-06-52-21											
urn:cite2:botcar:michaux.2017a:01b_14c	urn:cite2:fufolio:botcar.2017a:Michaux5326	01b	14c	michx-Vol01b-14c-21-06-52-26											
urn:cite2:botcar:michaux.2017a:01b_15	urn:cite2:fufolio:botcar.2017a:Michaux9061	01b	15	michx-Vol01b-15-21-05-58-55	Xyridaceae	Xyris jupicai	Xyris ambigua with striated base (second from left; look at stripes at base and weird leaves), Xyris caroliniana (third from left) and Xyris platylepis flowering stem and leaves (left) (leaves on right)	a Maryland ad Floridam				Triandria		Monogynia	
urn:cite2:botcar:michaux.2017a:01b_16	urn:cite2:fufolio:botcar.2017a:Michaux9062	01b	16	michx-Vol01b-16-21-05-59-13	Xyridaceae	Xyris jupicai	Xyris jupicai		somewhat flattened ridges along stem, no vestiture, old remains of flowers, fairly typical jupicai - straw-colored plant base			Triandria		Monogynia	
urn:cite2:botcar:michaux.2017a:01b_16a	urn:cite2:fufolio:botcar.2017a:Michaux5321	01b	16a	michx-Vol01b-16a-21-06-48-04											
urn:cite2:botcar:michaux.2017a:01b_16b	urn:cite2:fufolio:botcar.2017a:Michaux5322	01b	16b	michx-Vol01b-16b-06-48-18											
urn:cite2:botcar:michaux.2017a:01b_16c	urn:cite2:fufolio:botcar.2017a:Michaux5323	01b	16c	michx-Vol01b-16c-21-06-48-39											
urn:cite2:botcar:michaux.2017a:01b_17	urn:cite2:fufolio:botcar.2017a:Michaux9064	01b	17	michx-Vol01b-17-21-05-59-38	Iridaceae	Ixia calestina Bartram	Calydorea coelestina	Floride	Bartram's Ixia			Triandria		Monogynia	
urn:cite2:botcar:michaux.2017a:01b_17a	urn:cite2:fufolio:botcar.2017a:Michaux9065	01b	17a	michx-Vol01b-17a-21-05-59-52											
urn:cite2:botcar:michaux.2017a:01b_18	urn:cite2:fufolio:botcar.2017a:Michaux9067	01b	18	michx-Vol01b-18-21-06-00-14	Commelinaceae	Commelina longifolia virginica L.	Commelina virginica					Triandria		Monogynia	23
urn:cite2:botcar:michaux.2017a:01b_19	urn:cite2:fufolio:botcar.2017a:Michaux9068	01b	19	michx-Vol01b-19-21-06-00-31	Commelinaceae	Commelina longifolia	Commelina virginica					Triandria		Monogynia	
urn:cite2:botcar:michaux.2017a:01b_20	urn:cite2:fufolio:botcar.2017a:Michaux9069	01b	20	michx-Vol01b-20-21-06-00-40	Commelinaceae	Commelina longifolia	Commelina virginica					Triandria		Monogynia	
urn:cite2:botcar:michaux.2017a:01b_21	urn:cite2:fufolio:botcar.2017a:Michaux9036	01b	21	michx-Vol01b-21-05-52-38	Commelinaceae	Commelina angustifolia and Commelina columnaris	Comedian erecta var. angustifolia (left)	Sabulosis in Carolinae			Typus: Commelina angustifolia Michx. = Commelina erecta L.	Triandria		Monogynia	
urn:cite2:botcar:michaux.2017a:01b_21	urn:cite2:fufolio:botcar.2017a:Michaux9037	01b	21	michx-Vol01b-21-05-53-08	Commelinaceae	Commelina angustifolia and Commelina columnaris	Comedian erecta var. angustifolia (left)	Sabulosis in Carolinae			Typus: Commelina angustifolia Michx. = Commelina erecta L.	Triandria		Monogynia	
urn:cite2:botcar:michaux.2017a:01b_21	urn:cite2:fufolio:botcar.2017a:Michaux9039	01b	21	michx-Vol01b-21-05-53-28	Commelinaceae	Commelina angustifolia and Commelina columnaris	Comedian erecta var. angustifolia (left)	Sabulosis in Carolinae			Typus: Commelina angustifolia Michx. = Commelina erecta L.	Triandria		Monogynia	
urn:cite2:botcar:michaux.2017a:01b_21	urn:cite2:fufolio:botcar.2017a:Michaux9041	01b	21	michx-Vol01b-21-05-53-59	Commelinaceae	Commelina angustifolia and Commelina columnaris	Comedian erecta var. angustifolia (left)	Sabulosis in Carolinae			Typus: Commelina angustifolia Michx. = Commelina erecta L.	Triandria		Monogynia	
urn:cite2:botcar:michaux.2017a:01b_21	urn:cite2:fufolio:botcar.2017a:Michaux9045	01b	21	michx-Vol01b-21-05-54-34	Commelinaceae	Commelina angustifolia and Commelina columnaris	Comedian erecta var. angustifolia (left)	Sabulosis in Carolinae			Typus: Commelina angustifolia Michx. = Commelina erecta L.	Triandria		Monogynia	
urn:cite2:botcar:michaux.2017a:01b_21	urn:cite2:fufolio:botcar.2017a:Michaux9053	01b	21	michx-Vol01b-21-05-56-04	Commelinaceae	Commelina angustifolia and Commelina columnaris	Comedian erecta var. angustifolia (left)	Sabulosis in Carolinae			Typus: Commelina angustifolia Michx. = Commelina erecta L.	Triandria		Monogynia	
urn:cite2:botcar:michaux.2017a:01b_21	urn:cite2:fufolio:botcar.2017a:Michaux9055	01b	21	michx-Vol01b-21-05-56-28	Commelinaceae	Commelina angustifolia and Commelina columnaris	Comedian erecta var. angustifolia (left)	Sabulosis in Carolinae			Typus: Commelina angustifolia Michx. = Commelina erecta L.	Triandria		Monogynia	
urn:cite2:botcar:michaux.2017a:01b_21	urn:cite2:fufolio:botcar.2017a:Michaux9058	01b	21	michx-Vol01b-21-05-57-07	Commelinaceae	Commelina angustifolia and Commelina columnaris	Comedian erecta var. angustifolia (left)	Sabulosis in Carolinae			Typus: Commelina angustifolia Michx. = Commelina erecta L.	Triandria		Monogynia	
urn:cite2:botcar:michaux.2017a:01b_21	urn:cite2:fufolio:botcar.2017a:Michaux9063	01b	21	michx-Vol01b-21-05-59-24	Commelinaceae	Commelina angustifolia and Commelina columnaris	Comedian erecta var. angustifolia (left)	Sabulosis in Carolinae			Typus: Commelina angustifolia Michx. = Commelina erecta L.	Triandria		Monogynia	
urn:cite2:botcar:michaux.2017a:01b_21	urn:cite2:fufolio:botcar.2017a:Michaux9066	01b	21	michx-Vol01b-21-06-00-06	Commelinaceae	Commelina angustifolia and Commelina columnaris	Comedian erecta var. angustifolia (left)	Sabulosis in Carolinae			Typus: Commelina angustifolia Michx. = Commelina erecta L.	Triandria		Monogynia	
urn:cite2:botcar:michaux.2017a:01b_21	urn:cite2:fufolio:botcar.2017a:Michaux9071	01b	21	michx-Vol01b-21-06-01-36	Commelinaceae	Commelina angustifolia and Commelina columnaris	Comedian erecta var. angustifolia (left)	Sabulosis in Carolinae			Typus: Commelina angustifolia Michx. = Commelina erecta L.	Triandria		Monogynia	
urn:cite2:botcar:michaux.2017a:01b_21	urn:cite2:fufolio:botcar.2017a:Michaux9077	01b	21	michx-Vol01b-21-06-03-07	Commelinaceae	Commelina angustifolia and Commelina columnaris	Comedian erecta var. angustifolia (left)	Sabulosis in Carolinae			Typus: Commelina angustifolia Michx. = Commelina erecta L.	Triandria		Monogynia	
urn:cite2:botcar:michaux.2017a:01b_21	urn:cite2:fufolio:botcar.2017a:Michaux9080	01b	21	michx-Vol01b-21-06-03-36	Commelinaceae	Commelina angustifolia and Commelina columnaris	Comedian erecta var. angustifolia (left)	Sabulosis in Carolinae			Typus: Commelina angustifolia Michx. = Commelina erecta L.	Triandria		Monogynia	
urn:cite2:botcar:michaux.2017a:01b_21	urn:cite2:fufolio:botcar.2017a:Michaux9083	01b	21	michx-Vol01b-21-06-04-07	Commelinaceae	Commelina angustifolia and Commelina columnaris	Comedian erecta var. angustifolia (left)	Sabulosis in Carolinae			Typus: Commelina angustifolia Michx. = Commelina erecta L.	Triandria		Monogynia	
urn:cite2:botcar:michaux.2017a:01b_21	urn:cite2:fufolio:botcar.2017a:Michaux9092	01b	21	michx-Vol01b-21-06-06-08	Commelinaceae	Commelina angustifolia and Commelina columnaris	Comedian erecta var. angustifolia (left)	Sabulosis in Carolinae			Typus: Commelina angustifolia Michx. = Commelina erecta L.	Triandria		Monogynia	
urn:cite2:botcar:michaux.2017a:01b_21	urn:cite2:fufolio:botcar.2017a:Michaux9098	01b	21	michx-Vol01b-21-06-07-36	Commelinaceae	Commelina angustifolia and Commelina columnaris	Comedian erecta var. angustifolia (left)	Sabulosis in Carolinae			Typus: Commelina angustifolia Michx. = Commelina erecta L.	Triandria		Monogynia	
urn:cite2:botcar:michaux.2017a:01b_21	urn:cite2:fufolio:botcar.2017a:Michaux9133	01b	21	michx-Vol01b-21-06-16-23	Commelinaceae	Commelina angustifolia and Commelina columnaris	Comedian erecta var. angustifolia (left)	Sabulosis in Carolinae			Typus: Commelina angustifolia Michx. = Commelina erecta L.	Triandria		Monogynia	
urn:cite2:botcar:michaux.2017a:01b_21	urn:cite2:fufolio:botcar.2017a:Michaux9070	01b	21	michx-Vol01b-21-21-06-01-00	Commelinaceae	Commelina angustifolia and Commelina columnaris	Comedian erecta var. angustifolia (left)	Sabulosis in Carolinae			Typus: Commelina angustifolia Michx. = Commelina erecta L.	Triandria		Monogynia	
urn:cite2:botcar:michaux.2017a:01b_22	urn:cite2:fufolio:botcar.2017a:Michaux9072	01b	22	michx-Vol01b-22-21-06-01-45	Commelinaceae	Leptanthus ovalis	Heteranthera limosa	Illinois			Typus: Leptanthus ovalis Michx. = Heteranthera limosa (Sw.) Willd.	Triandria		Monogynia	24
urn:cite2:botcar:michaux.2017a:01b_23	urn:cite2:fufolio:botcar.2017a:Michaux9073	01b	23	michx-Vol01b-23-21-06-02-21	Commelinaceae	Leptanthus ovalis	Heteranthera limosa	Illinois			Typus: Leptanthus ovalis Michx. = Heteranthera limosa (Sw.) Willd.	Triandria		Monogynia	
urn:cite2:botcar:michaux.2017a:01b_24	urn:cite2:fufolio:botcar.2017a:Michaux9074	01b	24	michx-Vol01b-24-21-06-02-42	Commelinaceae	Leptanthus gramineus	Heteranthera dubia	In fluvine Ohio juxta Louisville			Typus: Leptanthus gramineus Michx. = Zosterella dubia (Jacq.) Small	Triandria		Monogynia	
urn:cite2:botcar:michaux.2017a:01b_25	urn:cite2:fufolio:botcar.2017a:Michaux9075	01b	25	michx-Vol01b-25-21-06-02-49	Commelinaceae	Leptanthus gramineus	Heteranthera dubia		Zosterella dubia (Jacq.) Small			Triandria		Monogynia	
urn:cite2:botcar:michaux.2017a:01b_26	urn:cite2:fufolio:botcar.2017a:Michaux9078	01b	26	michx-Vol01b-26-21-06-03-14	Mayacaceae	Mayaca aubletii	Mayaca fluviatilis				Typus: Mayaca aubletii Michx. = Mayaca fluviatilis	Triandria		Monogynia	26
urn:cite2:botcar:michaux.2017a:01b_26a	urn:cite2:fufolio:botcar.2017a:Michaux9079	01b	26a	michx-Vol01b-26a-21-06-03-21											
urn:cite2:botcar:michaux.2017a:01b_27	urn:cite2:fufolio:botcar.2017a:Michaux9081	01b	27	michx-Vol01b-27-21-06-03-44	Caryophyllaceae	Stipulicida setacea	Stipulicida setacea	in sabulosis Carolinae, in aridis Carolinae				Triandria		Monogynia	26
